,SHIFT,OFFENSE,METHOD,START_DATE,END_DATE
9452,MIDNIGHT,THEFT/OTHER,OTHERS,2014-04-21 03:09:00+00:00,2014-04-21 03:09:00+00:00
9453,MIDNIGHT,THEFT/OTHER,OTHERS,2014-04-21 03:45:00+00:00,2014-04-21 03:47:00+00:00
9454,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-04-20 22:00:00+00:00,2014-04-21 05:27:00+00:00
9455,MIDNIGHT,BURGLARY,OTHERS,2014-04-20 16:30:00+00:00,2014-04-21 05:00:00+00:00
9456,MIDNIGHT,BURGLARY,GUN,2014-04-21 04:50:00+00:00,2014-04-21 04:55:00+00:00
9457,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-04-20 19:30:00+00:00,2014-04-21 06:21:00+00:00
9458,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-04-24 21:00:00+00:00,2014-04-25 08:53:00+00:00
9459,DAY,ROBBERY,OTHERS,2014-04-25 09:15:00+00:00,2014-04-25 09:19:00+00:00
9460,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-04-25 09:05:00+00:00,2014-04-25 09:10:00+00:00
9461,DAY,THEFT F/AUTO,OTHERS,2014-04-25 09:38:00+00:00,2014-04-25 09:42:00+00:00
9462,DAY,THEFT F/AUTO,OTHERS,2014-04-25 09:52:00+00:00,2014-04-25 09:52:00+00:00
9463,DAY,THEFT/OTHER,OTHERS,2014-04-25 09:15:00+00:00,2014-04-25 09:18:00+00:00
9464,DAY,THEFT/OTHER,OTHERS,2014-04-22 10:15:00+00:00,2014-04-22 13:15:00+00:00
9465,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,2014-04-25 11:14:00+00:00,2014-04-25 11:14:00+00:00
9466,DAY,THEFT F/AUTO,OTHERS,2014-04-25 11:00:00+00:00,2014-04-25 11:14:00+00:00
9467,DAY,THEFT F/AUTO,OTHERS,2014-04-25 11:15:00+00:00,2014-04-25 11:32:00+00:00
9468,DAY,THEFT F/AUTO,OTHERS,2014-04-24 09:00:00+00:00,2014-04-24 23:00:00+00:00
9469,DAY,THEFT F/AUTO,OTHERS,2014-04-25 11:20:00+00:00,2014-04-25 11:45:00+00:00
9470,DAY,THEFT/OTHER,OTHERS,2014-04-25 11:45:00+00:00,2014-04-25 12:25:00+00:00
9471,DAY,THEFT F/AUTO,OTHERS,2014-04-25 12:35:00+00:00,2014-04-25 12:39:00+00:00
9472,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-04-25 07:50:00+00:00,2014-04-25 11:45:00+00:00
9473,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-04-25 12:10:00+00:00,2014-04-25 12:11:00+00:00
9474,DAY,THEFT/OTHER,OTHERS,2014-04-25 12:05:00+00:00,2014-04-25 12:08:00+00:00
9475,DAY,THEFT F/AUTO,OTHERS,2014-04-25 12:42:00+00:00,2014-04-25 12:45:00+00:00
9476,EVENING,THEFT F/AUTO,OTHERS,2014-04-25 10:00:00+00:00,2014-04-25 13:00:00+00:00
9477,DAY,THEFT F/AUTO,OTHERS,2014-04-19 10:00:00+00:00,2014-04-25 12:30:00+00:00
9478,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,2014-04-25 12:38:00+00:00,2014-04-25 12:41:00+00:00
9479,DAY,THEFT/OTHER,OTHERS,2014-04-25 13:55:00+00:00,2014-04-25 14:06:00+00:00
9480,DAY,ROBBERY,OTHERS,2014-04-25 12:55:00+00:00,2014-04-25 13:14:00+00:00
9481,EVENING,THEFT/OTHER,OTHERS,2014-04-25 13:30:00+00:00,2014-04-25 13:35:00+00:00
9482,EVENING,THEFT F/AUTO,OTHERS,2014-04-25 07:00:00+00:00,2014-04-25 13:30:00+00:00
9483,EVENING,THEFT/OTHER,OTHERS,2014-04-24 12:45:00+00:00,2014-04-24 13:15:00+00:00
9484,EVENING,THEFT/OTHER,OTHERS,2014-04-24 20:40:00+00:00,2014-04-24 20:50:00+00:00
9485,EVENING,THEFT/OTHER,OTHERS,2014-04-29 19:02:00+00:00,2014-04-29 19:02:00+00:00
9486,EVENING,THEFT/OTHER,OTHERS,2014-04-29 17:29:00+00:00,2014-04-29 17:30:00+00:00
9487,EVENING,THEFT/OTHER,OTHERS,2014-04-29 19:10:00+00:00,2014-04-29 19:15:00+00:00
9488,EVENING,THEFT F/AUTO,OTHERS,2014-04-29 19:15:00+00:00,2014-04-29 19:29:00+00:00
9489,EVENING,THEFT F/AUTO,OTHERS,2014-04-29 19:19:00+00:00,2014-04-29 19:30:00+00:00
9490,EVENING,ROBBERY,OTHERS,2014-04-29 18:20:00+00:00,2014-04-29 18:25:00+00:00
9491,EVENING,THEFT F/AUTO,OTHERS,2014-04-29 20:05:00+00:00,2014-04-29 20:05:00+00:00
9492,EVENING,MOTOR VEHICLE THEFT,OTHERS,2014-04-29 20:05:00+00:00,2014-04-29 20:05:00+00:00
9493,EVENING,THEFT/OTHER,OTHERS,2014-04-29 20:22:00+00:00,2014-04-29 20:22:00+00:00
9494,EVENING,ROBBERY,OTHERS,2014-04-29 19:45:00+00:00,2014-04-29 19:46:00+00:00
9495,EVENING,THEFT/OTHER,OTHERS,2014-04-29 18:15:00+00:00,2014-04-29 19:00:00+00:00
9496,EVENING,BURGLARY,OTHERS,2014-04-29 13:00:00+00:00,2014-04-29 16:00:00+00:00
9497,EVENING,ROBBERY,OTHERS,2014-04-29 19:40:00+00:00,2014-04-29 19:46:00+00:00
9498,EVENING,ROBBERY,OTHERS,2014-04-29 17:00:00+00:00,2014-04-29 17:11:00+00:00
9499,EVENING,THEFT/OTHER,OTHERS,2014-04-06 12:00:00+00:00,2014-04-06 12:00:00+00:00
9500,EVENING,ROBBERY,OTHERS,2014-04-29 20:31:00+00:00,2014-04-29 20:31:00+00:00
9501,EVENING,THEFT F/AUTO,OTHERS,2014-04-29 19:29:00+00:00,2014-04-29 20:29:00+00:00
9502,EVENING,THEFT/OTHER,OTHERS,2014-04-18 09:00:00+00:00,2014-04-21 09:00:00+00:00
9503,EVENING,THEFT/OTHER,OTHERS,2014-04-29 21:50:00+00:00,2014-04-29 22:02:00+00:00
9504,EVENING,THEFT F/AUTO,OTHERS,2014-04-29 20:00:00+00:00,2014-04-29 21:45:00+00:00
9505,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-04-29 23:18:00+00:00,2014-04-29 23:18:00+00:00
9506,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-04-29 20:00:00+00:00,2014-04-29 23:11:00+00:00
9507,EVENING,ROBBERY,GUN,2014-04-29 22:57:00+00:00,2014-04-29 22:58:00+00:00
9508,EVENING,THEFT/OTHER,OTHERS,2014-05-04 17:00:00+00:00,2014-05-04 17:18:00+00:00
9509,EVENING,THEFT F/AUTO,OTHERS,2014-05-03 12:30:00+00:00,2014-05-04 03:00:00+00:00
9510,EVENING,THEFT/OTHER,OTHERS,2014-05-04 17:49:00+00:00,2014-05-04 17:51:00+00:00
9511,EVENING,THEFT/OTHER,OTHERS,2014-05-04 16:00:00+00:00,2014-05-04 17:31:00+00:00
9512,EVENING,THEFT/OTHER,OTHERS,2014-05-04 15:30:00+00:00,2014-05-04 16:00:00+00:00
9513,EVENING,THEFT/OTHER,OTHERS,2014-05-04 17:15:00+00:00,2014-05-04 18:15:00+00:00
9514,EVENING,THEFT F/AUTO,OTHERS,2014-05-04 17:30:00+00:00,2014-05-04 18:10:00+00:00
9515,EVENING,THEFT F/AUTO,OTHERS,2014-05-04 16:30:00+00:00,2014-05-04 18:01:00+00:00
9516,EVENING,THEFT F/AUTO,OTHERS,2014-05-03 18:00:00+00:00,2014-05-04 17:00:00+00:00
9517,EVENING,THEFT/OTHER,OTHERS,2014-05-04 13:00:00+00:00,2014-05-04 15:00:00+00:00
9518,EVENING,ROBBERY,OTHERS,2014-05-04 17:48:00+00:00,2014-05-04 17:49:00+00:00
9519,EVENING,THEFT F/AUTO,OTHERS,2014-05-03 15:00:00+00:00,2014-05-04 14:00:00+00:00
9520,EVENING,ROBBERY,OTHERS,2014-05-04 19:41:00+00:00,2014-05-04 19:41:00+00:00
9521,EVENING,THEFT F/AUTO,OTHERS,2014-05-04 18:35:00+00:00,2014-05-04 20:30:00+00:00
9522,EVENING,BURGLARY,OTHERS,2014-05-04 02:00:00+00:00,2014-05-04 08:00:00+00:00
9523,EVENING,THEFT F/AUTO,OTHERS,2014-05-04 16:45:00+00:00,2014-05-04 21:30:00+00:00
9524,EVENING,THEFT/OTHER,OTHERS,2014-05-04 21:45:00+00:00,2014-05-04 21:50:00+00:00
9525,EVENING,THEFT/OTHER,OTHERS,2014-05-04 18:05:00+00:00,2014-05-04 22:05:00+00:00
9526,MIDNIGHT,ROBBERY,OTHERS,2014-05-04 22:20:00+00:00,2014-05-04 22:28:00+00:00
9527,EVENING,ROBBERY,KNIFE,2014-05-04 22:00:00+00:00,2014-05-04 22:07:00+00:00
9528,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-04 15:00:00+00:00,2014-05-04 22:41:00+00:00
9529,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-04 20:15:00+00:00,2014-05-04 22:30:00+00:00
9530,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-04 23:00:00+00:00,2014-05-04 23:50:00+00:00
9531,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-04 21:00:00+00:00,2014-05-05 01:00:00+00:00
9532,MIDNIGHT,THEFT/OTHER,OTHERS,2014-05-05 02:54:00+00:00,2014-05-05 02:56:00+00:00
9533,DAY,ROBBERY,KNIFE,2014-05-09 13:25:00+00:00,2014-05-09 13:29:00+00:00
9534,DAY,BURGLARY,OTHERS,2014-05-08 09:00:00+00:00,2014-05-08 21:00:00+00:00
9535,EVENING,THEFT F/AUTO,OTHERS,2014-05-09 14:00:00+00:00,2014-05-09 14:14:00+00:00
9536,DAY,THEFT F/AUTO,OTHERS,2014-05-09 13:00:00+00:00,2014-05-09 13:20:00+00:00
9537,DAY,THEFT/OTHER,OTHERS,2014-05-09 14:16:00+00:00,2014-05-09 14:17:00+00:00
9538,DAY,BURGLARY,OTHERS,2014-05-09 13:41:00+00:00,2014-05-09 13:45:00+00:00
9539,DAY,THEFT/OTHER,OTHERS,2014-05-09 12:00:00+00:00,2014-05-09 12:05:00+00:00
9540,EVENING,THEFT/OTHER,OTHERS,2014-05-09 14:29:00+00:00,2014-05-09 14:35:00+00:00
9541,EVENING,BURGLARY,OTHERS,2014-05-08 19:00:00+00:00,2014-05-09 06:30:00+00:00
9542,EVENING,THEFT F/AUTO,OTHERS,2014-05-07 22:30:00+00:00,2014-05-09 14:45:00+00:00
9543,EVENING,ROBBERY,GUN,2014-05-09 15:10:00+00:00,2014-05-09 15:20:00+00:00
9544,EVENING,THEFT F/AUTO,OTHERS,2014-05-09 15:30:00+00:00,2014-05-09 16:00:00+00:00
9545,EVENING,THEFT/OTHER,OTHERS,2014-05-09 16:40:00+00:00,2014-05-09 16:47:00+00:00
9546,EVENING,THEFT/OTHER,OTHERS,2014-05-09 16:30:00+00:00,2014-05-09 16:35:00+00:00
9547,EVENING,THEFT/OTHER,OTHERS,2014-05-09 15:45:00+00:00,2014-05-09 16:30:00+00:00
9548,EVENING,THEFT/OTHER,OTHERS,2014-05-05 17:00:00+00:00,2014-05-05 20:00:00+00:00
9549,EVENING,THEFT F/AUTO,OTHERS,2014-04-30 21:00:00+00:00,2014-05-09 17:00:00+00:00
9550,EVENING,THEFT/OTHER,OTHERS,2014-05-09 16:30:00+00:00,2014-05-09 16:35:00+00:00
9551,EVENING,THEFT/OTHER,OTHERS,2014-05-09 16:56:00+00:00,2014-05-09 16:57:00+00:00
9552,EVENING,MOTOR VEHICLE THEFT,OTHERS,2014-05-07 18:00:00+00:00,2014-05-07 20:00:00+00:00
9553,EVENING,ROBBERY,OTHERS,2014-05-09 16:44:00+00:00,2014-05-09 16:45:00+00:00
9554,EVENING,BURGLARY,OTHERS,2014-05-09 17:00:00+00:00,2014-05-09 17:09:00+00:00
9555,EVENING,THEFT/OTHER,OTHERS,2014-05-09 17:20:00+00:00,2014-05-09 17:23:00+00:00
9556,EVENING,THEFT/OTHER,OTHERS,2014-05-09 13:00:00+00:00,2014-05-09 18:21:00+00:00
9557,EVENING,THEFT/OTHER,OTHERS,2014-05-09 16:40:00+00:00,2014-05-09 16:52:00+00:00
9558,EVENING,THEFT/OTHER,OTHERS,2014-05-09 17:50:00+00:00,2014-05-09 17:55:00+00:00
9559,MIDNIGHT,HOMICIDE,KNIFE,2014-05-13 21:10:00+00:00,2014-05-13 21:15:00+00:00
9560,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-13 20:15:00+00:00,2014-05-13 22:43:00+00:00
9561,MIDNIGHT,ROBBERY,GUN,2014-05-13 23:17:00+00:00,2014-05-13 23:17:00+00:00
9562,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-13 18:30:00+00:00,2014-05-13 21:45:00+00:00
9563,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-14 00:06:00+00:00,2014-05-14 00:10:00+00:00
9564,MIDNIGHT,BURGLARY,OTHERS,2014-05-13 10:05:00+00:00,2014-05-13 23:05:00+00:00
9565,MIDNIGHT,ROBBERY,OTHERS,2014-05-14 00:20:00+00:00,2014-05-14 03:00:00+00:00
9566,MIDNIGHT,ROBBERY,OTHERS,2014-05-14 00:20:00+00:00,2014-05-14 00:29:00+00:00
9567,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-13 16:00:00+00:00,2014-05-14 00:49:00+00:00
9568,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-14 00:37:00+00:00,2014-05-14 02:20:00+00:00
9569,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,2014-05-14 02:35:00+00:00,2014-05-14 02:40:00+00:00
9570,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-13 22:30:00+00:00,2014-05-14 00:30:00+00:00
9571,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,2014-05-14 03:35:00+00:00,2014-05-14 03:35:00+00:00
9572,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-13 18:30:00+00:00,2014-05-14 06:30:00+00:00
9573,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-14 07:04:00+00:00,2014-05-14 07:04:00+00:00
9574,DAY,THEFT F/AUTO,OTHERS,2014-05-13 22:11:00+00:00,2014-05-14 07:12:00+00:00
9575,DAY,THEFT/OTHER,OTHERS,2014-05-03 07:00:00+00:00,2014-05-14 07:00:00+00:00
9576,DAY,BURGLARY,OTHERS,2014-05-13 18:30:00+00:00,2014-05-14 05:00:00+00:00
9577,DAY,THEFT F/AUTO,OTHERS,2014-05-13 17:30:00+00:00,2014-05-14 06:30:00+00:00
9578,DAY,THEFT F/AUTO,OTHERS,2014-05-14 01:00:00+00:00,2014-05-14 06:50:00+00:00
9579,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-14 01:30:00+00:00,2014-05-14 07:00:00+00:00
9580,DAY,THEFT F/AUTO,OTHERS,2014-05-14 08:15:00+00:00,2014-05-14 08:31:00+00:00
9581,DAY,BURGLARY,OTHERS,2014-05-13 20:00:00+00:00,2014-05-14 07:00:00+00:00
9582,DAY,THEFT/OTHER,OTHERS,2014-05-13 11:30:00+00:00,2014-05-13 14:00:00+00:00
9583,DAY,THEFT/OTHER,OTHERS,2014-05-14 09:31:00+00:00,2014-05-14 09:35:00+00:00
9584,DAY,THEFT/OTHER,OTHERS,2014-05-14 10:30:00+00:00,2014-05-14 10:31:00+00:00
9585,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,2014-05-18 06:10:00+00:00,2014-05-18 06:10:00+00:00
9586,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-17 20:00:00+00:00,2014-05-18 03:00:00+00:00
9587,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-17 22:30:00+00:00,2014-05-18 03:00:00+00:00
9588,DAY,THEFT F/AUTO,OTHERS,2014-05-18 01:30:00+00:00,2014-05-18 07:03:00+00:00
9589,DAY,THEFT F/AUTO,OTHERS,2014-05-17 15:00:00+00:00,2014-05-17 18:30:00+00:00
9590,DAY,THEFT F/AUTO,OTHERS,2014-05-17 23:00:00+00:00,2014-05-18 07:30:00+00:00
9591,DAY,THEFT F/AUTO,OTHERS,2014-05-17 22:30:00+00:00,2014-05-18 07:18:00+00:00
9592,DAY,THEFT F/AUTO,OTHERS,2014-05-18 00:08:00+00:00,2014-05-18 08:08:00+00:00
9593,DAY,THEFT F/AUTO,OTHERS,2014-05-18 08:00:00+00:00,2014-05-18 08:30:00+00:00
9594,DAY,THEFT F/AUTO,OTHERS,2014-05-18 08:35:00+00:00,2014-05-18 09:20:00+00:00
9595,DAY,THEFT/OTHER,OTHERS,2014-05-18 08:40:00+00:00,2014-05-18 08:40:00+00:00
9596,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-17 23:00:00+00:00,2014-05-18 07:10:00+00:00
9597,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-17 23:00:00+00:00,2014-05-18 08:51:00+00:00
9598,DAY,THEFT F/AUTO,OTHERS,2014-05-17 06:00:00+00:00,2014-05-18 09:00:00+00:00
9599,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-18 06:40:00+00:00,2014-05-18 07:00:00+00:00
9600,DAY,THEFT F/AUTO,OTHERS,2014-05-18 06:00:00+00:00,2014-05-18 08:00:00+00:00
9601,DAY,THEFT/OTHER,OTHERS,2014-05-17 17:30:00+00:00,2014-05-17 19:00:00+00:00
9602,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,2014-05-18 10:32:00+00:00,2014-05-18 10:32:00+00:00
9603,DAY,BURGLARY,OTHERS,2014-05-17 19:00:00+00:00,2014-05-18 10:21:00+00:00
9604,DAY,THEFT F/AUTO,OTHERS,2014-05-17 11:26:00+00:00,2014-05-18 11:06:00+00:00
9605,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-16 23:00:00+00:00,2014-05-18 10:35:00+00:00
9606,DAY,THEFT/OTHER,OTHERS,2014-05-17 23:00:00+00:00,2014-05-18 11:39:00+00:00
9607,DAY,THEFT/OTHER,OTHERS,2014-05-18 11:15:00+00:00,2014-05-18 11:20:00+00:00
9608,DAY,THEFT F/AUTO,OTHERS,2014-05-18 11:47:00+00:00,2014-05-18 11:59:00+00:00
9609,DAY,THEFT F/AUTO,OTHERS,2014-05-18 08:00:00+00:00,2014-05-18 10:00:00+00:00
9610,DAY,THEFT/OTHER,OTHERS,2014-05-18 12:21:00+00:00,2014-05-18 12:21:00+00:00
9611,DAY,THEFT/OTHER,OTHERS,2014-05-22 07:00:00+00:00,2014-05-22 07:05:00+00:00
9612,DAY,THEFT F/AUTO,OTHERS,2014-05-21 23:30:00+00:00,2014-05-22 07:00:00+00:00
9613,DAY,THEFT F/AUTO,OTHERS,2014-05-21 18:30:00+00:00,2014-05-22 08:00:00+00:00
9614,DAY,THEFT F/AUTO,OTHERS,2014-05-22 08:15:00+00:00,2014-05-22 08:16:00+00:00
9615,DAY,THEFT F/AUTO,OTHERS,2014-05-21 18:00:00+00:00,2014-05-22 09:08:00+00:00
9616,DAY,THEFT F/AUTO,OTHERS,2014-05-22 02:00:00+00:00,2014-05-22 08:00:00+00:00
9617,DAY,THEFT/OTHER,OTHERS,2014-05-21 13:28:00+00:00,2014-05-21 13:33:00+00:00
9618,DAY,THEFT F/AUTO,OTHERS,2014-05-21 21:30:00+00:00,2014-05-22 06:55:00+00:00
9619,DAY,THEFT F/AUTO,OTHERS,2014-05-22 08:30:00+00:00,2014-05-22 08:38:00+00:00
9620,DAY,BURGLARY,OTHERS,2014-05-22 01:45:00+00:00,2014-05-22 07:40:00+00:00
9621,DAY,THEFT/OTHER,OTHERS,2014-05-21 18:00:00+00:00,2014-05-22 09:41:00+00:00
9622,DAY,ROBBERY,OTHERS,2014-05-22 09:30:00+00:00,2014-05-22 09:30:00+00:00
9623,DAY,THEFT/OTHER,OTHERS,2014-05-22 09:45:00+00:00,2014-05-22 10:15:00+00:00
9624,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-21 20:15:00+00:00,2014-05-22 07:30:00+00:00
9625,DAY,THEFT F/AUTO,OTHERS,2014-05-22 06:00:00+00:00,2014-05-22 08:30:00+00:00
9626,DAY,BURGLARY,OTHERS,2014-05-21 18:30:00+00:00,2014-05-22 09:55:00+00:00
9627,DAY,THEFT F/AUTO,OTHERS,2014-05-22 06:00:00+00:00,2014-05-22 10:30:00+00:00
9628,DAY,THEFT/OTHER,OTHERS,2014-05-02 15:00:00+00:00,2014-05-22 06:00:00+00:00
9629,DAY,THEFT F/AUTO,OTHERS,2014-05-21 19:00:00+00:00,2014-05-22 10:39:00+00:00
9630,DAY,THEFT F/AUTO,OTHERS,2014-05-22 10:32:00+00:00,2014-05-22 10:32:00+00:00
9631,DAY,THEFT F/AUTO,OTHERS,2014-05-21 16:00:00+00:00,2014-05-22 08:30:00+00:00
9632,DAY,THEFT/OTHER,OTHERS,2014-05-22 11:27:00+00:00,2014-05-22 11:27:00+00:00
9633,DAY,THEFT F/AUTO,OTHERS,2014-05-17 19:00:00+00:00,2014-05-18 13:00:00+00:00
9634,DAY,THEFT/OTHER,OTHERS,2014-05-22 11:15:00+00:00,2014-05-22 11:28:00+00:00
9635,DAY,THEFT/OTHER,OTHERS,2014-03-05 09:00:00+00:00,2014-05-06 09:00:00+00:00
9636,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-20 17:00:00+00:00,2014-05-21 09:15:00+00:00
9637,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-25 00:01:00+00:00,2014-05-26 02:50:00+00:00
9638,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-26 00:30:00+00:00,2014-05-26 03:31:00+00:00
9639,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-26 01:33:00+00:00,2014-05-26 03:33:00+00:00
9640,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-25 23:30:00+00:00,2014-05-26 03:39:00+00:00
9641,MIDNIGHT,ROBBERY,OTHERS,2014-05-26 03:15:00+00:00,2014-05-26 04:14:00+00:00
9642,MIDNIGHT,ROBBERY,GUN,2014-05-26 03:45:00+00:00,2014-05-26 03:46:00+00:00
9643,DAY,THEFT/OTHER,OTHERS,2014-05-25 22:23:00+00:00,2014-05-25 23:57:00+00:00
9644,MIDNIGHT,THEFT F/AUTO,OTHERS,2014-05-25 16:00:00+00:00,2014-05-26 06:48:00+00:00
9645,DAY,THEFT/OTHER,OTHERS,2014-05-26 07:13:00+00:00,2014-05-26 07:13:00+00:00
9646,DAY,THEFT F/AUTO,OTHERS,2014-05-26 00:00:00+00:00,2014-05-26 08:00:00+00:00
9647,DAY,THEFT/OTHER,OTHERS,2014-05-25 23:00:00+00:00,2014-05-26 08:30:00+00:00
9648,DAY,THEFT F/AUTO,OTHERS,2014-05-25 19:30:00+00:00,2014-05-26 08:00:00+00:00
9649,DAY,THEFT F/AUTO,OTHERS,2014-05-25 15:00:00+00:00,2014-05-26 09:27:00+00:00
9650,DAY,ROBBERY,OTHERS,2014-05-26 09:00:00+00:00,2014-05-26 09:15:00+00:00
9651,DAY,THEFT F/AUTO,OTHERS,2014-05-25 18:30:00+00:00,2014-05-26 08:00:00+00:00
9652,DAY,ROBBERY,OTHERS,2014-05-26 10:04:00+00:00,2014-05-26 10:04:00+00:00
9653,DAY,THEFT F/AUTO,OTHERS,2014-05-25 11:00:00+00:00,2014-05-25 13:00:00+00:00
9654,DAY,THEFT F/AUTO,OTHERS,2014-05-25 14:30:00+00:00,2014-05-26 09:00:00+00:00
9655,DAY,THEFT/OTHER,OTHERS,2014-05-26 10:00:00+00:00,2014-05-26 10:12:00+00:00
9656,DAY,THEFT/OTHER,OTHERS,2013-11-17 10:00:00+00:00,2014-05-26 10:00:00+00:00
9657,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-26 01:00:00+00:00,2014-05-26 10:00:00+00:00
9658,DAY,THEFT F/AUTO,OTHERS,2014-05-26 11:00:00+00:00,2014-05-26 11:25:00+00:00
9659,DAY,BURGLARY,OTHERS,2014-05-26 11:17:00+00:00,2014-05-26 11:19:00+00:00
9660,DAY,THEFT/OTHER,OTHERS,2014-05-26 11:40:00+00:00,2014-05-26 11:41:00+00:00
9661,DAY,THEFT F/AUTO,OTHERS,2014-05-26 11:30:00+00:00,2014-05-26 11:31:00+00:00
9662,DAY,THEFT/OTHER,OTHERS,2014-05-05 11:00:00+00:00,2014-05-05 17:30:00+00:00
9663,DAY,THEFT F/AUTO,OTHERS,2014-05-29 11:30:00+00:00,2014-05-29 11:57:00+00:00
9664,DAY,THEFT F/AUTO,OTHERS,2014-05-29 11:50:00+00:00,2014-05-29 12:10:00+00:00
9665,DAY,THEFT F/AUTO,OTHERS,2014-05-29 12:19:00+00:00,2014-05-29 12:20:00+00:00
9666,DAY,THEFT F/AUTO,OTHERS,2014-05-29 10:30:00+00:00,2014-05-29 10:45:00+00:00
9667,DAY,ROBBERY,OTHERS,2014-05-29 12:14:00+00:00,2014-05-29 12:14:00+00:00
9668,DAY,MOTOR VEHICLE THEFT,OTHERS,2014-05-25 13:30:00+00:00,2014-05-29 11:43:00+00:00
9669,DAY,THEFT/OTHER,OTHERS,2014-05-19 11:00:00+00:00,2014-05-29 11:00:00+00:00
9670,DAY,THEFT F/AUTO,OTHERS,2014-05-29 12:19:00+00:00,2014-05-29 12:40:00+00:00
9671,DAY,THEFT/OTHER,OTHERS,2014-05-29 08:25:00+00:00,2014-05-29 12:10:00+00:00
9672,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2014-05-29 11:04:00+00:00,2014-05-29 13:00:00+00:00
9673,DAY,THEFT/OTHER,OTHERS,2014-05-29 12:30:00+00:00,2014-05-29 13:00:00+00:00
9674,DAY,THEFT/OTHER,OTHERS,2014-05-29 13:24:00+00:00,2014-05-29 13:25:00+00:00
9675,DAY,BURGLARY,OTHERS,2014-05-28 10:30:00+00:00,2014-05-29 12:15:00+00:00
9676,DAY,BURGLARY,OTHERS,2014-05-29 08:30:00+00:00,2014-05-29 12:30:00+00:00
9677,DAY,THEFT/OTHER,OTHERS,2014-05-28 15:30:00+00:00,2014-05-28 17:30:00+00:00
9678,DAY,THEFT F/AUTO,OTHERS,2014-05-29 08:00:00+00:00,2014-05-29 13:30:00+00:00
9679,EVENING,THEFT F/AUTO,OTHERS,2014-05-29 01:30:00+00:00,2014-05-29 12:20:00+00:00
9680,MIDNIGHT,THEFT/OTHER,OTHERS,2014-05-17 07:00:00+00:00,2014-05-17 17:00:00+00:00
9681,DAY,THEFT/OTHER,OTHERS,2014-05-22 13:55:00+00:00,2014-05-22 14:25:00+00:00
9682,EVENING,THEFT F/AUTO,OTHERS,2014-05-28 19:30:00+00:00,2014-05-29 08:00:00+00:00
9683,DAY,THEFT F/AUTO,OTHERS,2014-05-18 15:00:00+00:00,2014-05-18 16:30:00+00:00
9684,EVENING,THEFT F/AUTO,OTHERS,2014-05-22 11:00:00+00:00,2014-05-29 11:00:00+00:00
9685,EVENING,THEFT F/AUTO,OTHERS,2014-05-29 10:30:00+00:00,2014-05-29 11:30:00+00:00
9686,EVENING,BURGLARY,OTHERS,2014-05-29 13:19:00+00:00,2014-05-29 13:48:00+00:00
9687,EVENING,THEFT/OTHER,OTHERS,2014-05-22 13:17:00+00:00,2014-05-22 14:40:00+00:00
9688,DAY,THEFT F/AUTO,OTHERS,2014-03-22 12:32:00+00:00,2014-03-22 12:32:00+00:00
